,id,title,type,status,yes,no,veto,abstain,no_vote,count,most_vote,most_vote_ratio
83,352,Adjust Queue System and FCFS Mechanism for Rewards conversion,StoreCode,PASSED,42.0,0.0,0.0,10.0,4.0,56.0,yes,0.75
84,350,Upload NFT Injstaking Contract,Text,PASSED,40.0,3.0,0.0,13.0,2.0,58.0,yes,0.6896551724137931
85,347,iLend v13 smart contract upgrade for LST assets,StoreCode,PASSED,44.0,0.0,0.0,13.0,1.0,58.0,yes,0.7586206896551724
86,346,Upload xNinjaTech Controller Contract Wasm Code,StoreCode,PASSED,42.0,0.0,0.0,12.0,3.0,57.0,yes,0.7368421052631579
87,344,Moon App Staking  Upload staking contract,StoreCode,PASSED,34.0,0.0,0.0,20.0,4.0,58.0,yes,0.5862068965517241
88,343,xNinja  The first SocialFi 20 on Injective  Deployment Proposal to Deploy Contract,Text,PASSED,43.0,0.0,0.0,11.0,3.0,57.0,yes,0.7543859649122807
89,341,Upload Injective Native Quadratic Funding Smart Contract,Text,PASSED,41.0,0.0,0.0,12.0,4.0,57.0,yes,0.7192982456140351
90,338,Upload Ninja Blaze NFT Contract,StoreCode,PASSED,26.0,2.0,0.0,29.0,1.0,58.0,abstain,0.5
91,337,Upload Exotic Holding Contract Wasm Code,StoreCode,PASSED,18.0,4.0,0.0,34.0,2.0,58.0,abstain,0.5862068965517241
92,336,Upload Exotic RFQ Contract Wasm Code,StoreCode,PASSED,18.0,4.0,0.0,34.0,2.0,58.0,abstain,0.5862068965517241
93,335,Upload Exotic Vanilla Contract Wasm Code,StoreCode,PASSED,19.0,3.0,0.0,34.0,2.0,58.0,abstain,0.5862068965517241
94,333,NinjaVault Deployment,StoreCode,PASSED,15.0,11.0,0.0,28.0,3.0,57.0,abstain,0.49122807017543857
95,332,Upload Stax Coinflip Contract Wasm Code,StoreCode,PASSED,14.0,5.0,0.0,35.0,3.0,57.0,abstain,0.6140350877192983
96,330,Upload Outapp Vouching System Contract Wasm Code,StoreCode,PASSED,30.0,0.0,0.0,24.0,4.0,58.0,yes,0.5172413793103449
97,327,Upload Stax NFT and Splitter Contract Wasm Code,StoreCode,PASSED,38.0,1.0,0.0,13.0,3.0,55.0,yes,0.6909090909090909
98,323,Moon App Launchpad  Upload contract,StoreCode,PASSED,43.0,1.0,0.0,9.0,4.0,57.0,yes,0.7543859649122807
99,322,Proposal Hinata Contract Upload,StoreCode,REJECTED,4.0,38.0,0.0,12.0,4.0,58.0,no,0.6551724137931034
100,321,NinjaRoll Deployment,StoreCode,PASSED,35.0,0.0,0.0,16.0,4.0,55.0,yes,0.6363636363636364
101,319,iLend contract upgrade admin functions for markets management,StoreCode,PASSED,39.0,0.0,0.0,10.0,6.0,55.0,yes,0.7090909090909091
102,315,Upload the iLend Protocol contract,StoreCode,PASSED,21.0,3.0,0.0,27.0,4.0,55.0,abstain,0.4909090909090909
103,313,CryptoGopniks NFT Staking Platform Staking Platform Contract v131,StoreCode,PASSED,17.0,20.0,0.0,19.0,2.0,58.0,no,0.3448275862068966
104,310,Moon Pad Claim  Upload contract,StoreCode,REJECTED,11.0,31.0,0.0,14.0,2.0,58.0,no,0.5344827586206896
105,309,Moon Pad Sale  Upload contract,StoreCode,REJECTED,9.0,32.0,0.0,15.0,2.0,58.0,no,0.5517241379310345
106,306,Adjust funding rate limit for perpetual markets on Injective Exchange dApps,ExchangeModification,PASSED,43.0,1.0,0.0,11.0,3.0,58.0,yes,0.7413793103448276
107,226,Injective Exchange dApp Update Launch 1000PEPEUSDT Perp,PerpetualMarketLaunch,PASSED,36.0,0.0,0.0,10.0,8.0,54.0,yes,0.6666666666666666
108,193,Trade  Earn rewards points adjustment for epoch ended Dec 7 2022 UTC,RewardUpdate,REJECTED,7.0,16.0,0.0,3.0,19.0,45.0,no_vote,0.4222222222222222
109,174,Trade  Earn Rewards Adjustment,Text,PASSED,4.0,4.0,0.0,10.0,23.0,41.0,no_vote,0.5609756097560976
110,173,Disbursement of DMM rewards for epoch ended on 9 September 2022,CommunityPoolSpend,PASSED,16.0,0.0,0.0,5.0,21.0,42.0,no_vote,0.5
111,171,Increase Peggy TargetBatchTimeout,ParameterChange,PASSED,12.0,0.0,0.0,7.0,22.0,41.0,no_vote,0.5365853658536586
112,169,Disbursement of DMM rewards for epochs ended on 12 July 2022 and 9 August 2022,CommunityPoolSpend,PASSED,17.0,0.0,0.0,5.0,21.0,43.0,no_vote,0.4883720930232558
113,165,Disbursement of DMM rewards for epochs ended on 17 May 2022 and 14 June 2022,CommunityPoolSpend,PASSED,8.0,0.0,0.0,4.0,27.0,39.0,no_vote,0.6923076923076923
114,164,Adjust Fee Discount Tiers Threshold And Maker Discount,FeeDiscount,PASSED,7.0,0.0,0.0,4.0,28.0,39.0,no_vote,0.717948717948718
115,161,Dexterium grant proposal,Text,REJECTED,5.0,5.0,0.0,5.0,25.0,40.0,no_vote,0.625
116,160,Trade  Earn rewards points adjustment for epoch ended June 22 2022 UTC,RewardUpdate,PASSED,11.0,0.0,0.0,4.0,25.0,40.0,no_vote,0.625
117,158,Disbursement of DMM rewards for epochs ended on 17 May 2022 and 14 June 2022,CommunityPoolSpend,PASSED,7.0,0.0,0.0,4.0,28.0,39.0,no_vote,0.717948717948718
118,157,Trade  Earn rewards points adjustment for epoch ended June 15 2022 UTC,RewardUpdate,REJECTED,9.0,0.0,0.0,3.0,27.0,39.0,no_vote,0.6923076923076923
119,155,Trade  Earn rewards points adjustment for epoch ended June 8 2022 UTC,RewardUpdate,PASSED,8.0,0.0,0.0,3.0,28.0,39.0,no_vote,0.717948717948718
120,154,Trade  Earn rewards points adjustment for epoch ended June 1 2022 UTC,RewardUpdate,PASSED,9.0,0.0,0.0,5.0,25.0,39.0,no_vote,0.6410256410256411
121,153,Disbursement of DMM rewards for epochs ended on 22 Feb 2022 and 17 May 2022,CommunityPoolSpend,PASSED,9.0,0.0,0.0,5.0,25.0,39.0,no_vote,0.6410256410256411
122,152,Trade  Earn rewards points adjustment for epoch ended May 25 2022 UTC,RewardUpdate,PASSED,7.0,0.0,0.0,4.0,28.0,39.0,no_vote,0.717948717948718
123,151,Trade  Earn rewards points adjustment for epoch ended May 18 2022 UTC,RewardUpdate,PASSED,7.0,0.0,0.0,3.0,29.0,39.0,no_vote,0.7435897435897436
124,150,Trade  Earn rewards points adjustment for epoch ended May 11 2022 UTC,RewardUpdate,PASSED,8.0,0.0,0.0,4.0,27.0,39.0,no_vote,0.6923076923076923
125,149,Update LUNA trading pairs tick size,ExchangeModification,PASSED,10.0,0.0,0.0,3.0,26.0,39.0,no_vote,0.6666666666666666
126,147,Trade and Earn Reward Restructure for Terra and Injective Ecosystem Builders,RewardUpdate,PASSED,9.0,1.0,0.0,2.0,27.0,39.0,no_vote,0.6923076923076923
127,145,Trade  Earn rewards points adjustment for epoch ended April 27 2022 UTC,RewardUpdate,PASSED,5.0,0.0,0.0,3.0,31.0,39.0,no_vote,0.7948717948717948
128,141,Trade  Earn rewards points adjustment for epoch ended April 20 2022 UTC,RewardUpdate,PASSED,8.0,0.0,0.0,4.0,27.0,39.0,no_vote,0.6923076923076923
129,139,Disbursement of DMM rewards for epochs ended on 25 Jan 2022 and 19 April 2022,CommunityPoolSpend,PASSED,7.0,0.0,0.0,4.0,28.0,39.0,no_vote,0.717948717948718
130,134,BAYCWETH PERP Market Launch,PerpetualMarketLaunch,PASSED,7.0,0.0,0.0,2.0,30.0,39.0,no_vote,0.7692307692307693
131,116,Trade  Earn rewards points adjustment for epoch ended February 16 2022 UTC,RewardUpdate,PASSED,5.0,0.0,0.0,3.0,31.0,39.0,no_vote,0.7948717948717948
132,108,Exclude market makers from Trade and Earn rewards,Text,REJECTED,7.0,2.0,0.0,0.0,30.0,39.0,no_vote,0.7692307692307693
133,101,Update Fee Discounts VIP Tiers,FeeDiscount,PASSED,4.0,0.0,0.0,2.0,33.0,39.0,no_vote,0.8461538461538461
134,100,Update staking requirement for Trade  Earn rewards,ParameterChange,PASSED,4.0,0.0,0.0,2.0,33.0,39.0,no_vote,0.8461538461538461
135,99,Trading Reward Campaign Boost Update,RewardUpdate,PASSED,3.0,0.0,0.0,2.0,34.0,39.0,no_vote,0.8717948717948718
136,97,Disbursement of DMM rewards as at 28 Dec 2021,CommunityPoolSpend,PASSED,2.0,0.0,0.0,1.0,36.0,39.0,no_vote,0.9230769230769231
137,95,Band Oracle Incident Grants Part 2,CommunityPoolSpend,PASSED,1.0,0.0,0.0,2.0,36.0,39.0,no_vote,0.9230769230769231
138,63,Stargazers Ambassador Program Launch,Text,PASSED,1.0,1.0,0.0,0.0,37.0,39.0,no_vote,0.9487179487179487
