,voter,yes,no,veto,abstain,no_vote,valid_votes,total_votes,proposal_num,overall_match,cluster_match,overall_match_rate,cluster_match_rate,participation_rate,cluster_label, AutoStake  Slash Protected,BHarvest,Simply Staking,Chorus One,Forbole,01node, block pane ,WhisperNode ,Stakyio,Obi,Stakelyio,Citadelone, LavenderFive Nodes ,Coinage x DAIC,Keplr,MMS,FreshSTAKING,SmartNodes,Redelegate,Stakin,notional, Stake or Die ,Consensus One,Stakewollecom  Autocompound,NodeMonster,SpaceStake,Earn Network,Stashh,Huobi,cosmosrescue,w3coins,Colossus,HighStakesch  Stake for Airdrop,AgoraNodes,Tan,BwareLabs,Staked,Trivium  TriviumNetwork,StakeLab, CryptoCrew Validators IBCgang,HashQuark,Autism Staking,ChainofSecretsorg,Republic Crypto,Secret Express,nodevine,figment,CosmosPug,    secretanalyticsxyz,AART,Alter,AmberDAO,PathrockNetwork,Secret University  scrtuniversity,1 Fee and Free on Xmas  Secret Santa, ecret aturn  1 forever,EZStakingio,secretnftcom,Quiet monkey mind,REDACTED CLUB DAO,Mario  cap,ELYSIUM,Jackal DAO,Digiline,Vanasio  earn airdrops,securesecretsorg,Apeiron Nodes100 UptimeAirdrops,SCRT LabRador,StarShell,Mr Roboto s Secret,AnonDAO,Order of Secrets  1 fees,secretSauce ,SecretDog,hadowRealm,DELEGATE AWAY,SecretAlf,Crypto Chemistry ,Secret Keeper,secret underground,Ronin Ventures,secretchaingirl,Stake and Eggs,Shutdown  please redelegate,0 Fee 2024   melea,SerGo,POSTHUMAN  DVS,Outlier Ventures,DELEGATE AWAY  Going offline soon,StakeKY,Chilly Waifu Validation Chill Validation,HorseshoeCapital,XavierCapital,Stealth Staking,DomeriumLabs,Jamama,Pulsr,CoinBevy,please delegate to new avaulto node,legume,HBSecretNode,Artemisred,Clandestina X LavenderFive,Astrovault,shutting down 114,Avaulto,urtv72k9, ActiListio DApp,Finacash,MathWallet  Fenbushi,Lotus,CosmoBook  please redelegate,Lorem Ipsum Metaverse,Secret Network Africa,crosnest,zenopie  , Secret Jupiter  2 forever,Cosmonaut Stakes SCRT,AdamantFI,high_similarity_voters
66,Apeiron Nodes100 UptimeAirdrops,8,3,0,1,67,12,79,98,38,65,0.4810126582278481,0.8227848101265823,0.12244897959183673,0,0.09183673469387756,0.07142857142857142,0.0,0.061224489795918366,0.01020408163265306,0.02040816326530612,0.08163265306122448,0.08163265306122448,0.0,0.2653061224489796,0.15306122448979592,0.1326530612244898,0.1836734693877551,0.3469387755102041,0.40816326530612246,0.673469387755102,0.10204081632653061,0.0,0.0,0.6326530612244898,0.01020408163265306,0.10204081632653061,0.02040816326530612,0.08163265306122448,0.0,0.0,0.0,0.6326530612244898,0.0,0.0,0.01020408163265306,0.01020408163265306,0.2755102040816326,0.07142857142857142,0.0,0.11224489795918367,0.6836734693877551,0.2857142857142857,0.02040816326530612,0.3163265306122449,0.0,0.0,0.6428571428571429,0.673469387755102,0.11224489795918367,0.5816326530612245,0.6530612244897959,0.5714285714285714,0.17346938775510204,0.6122448979591837,0.6122448979591837,0.5612244897959183,0.5612244897959183,0.6224489795918368,0.5204081632653061,0.07142857142857142,0.5306122448979592,0.4897959183673469,0.1326530612244898,0.6428571428571429,0.32653061224489793,0.5306122448979592,0.5306122448979592,0.6122448979591837,0.6224489795918368,0.2857142857142857,1.0,0.40816326530612246,0.29591836734693877,0.05102040816326531,0.0,0.02040816326530612,0.030612244897959183,0.061224489795918366,0.05102040816326531,0.0,0.01020408163265306,0.07142857142857142,0.08163265306122448,0.0,0.0,0.07142857142857142,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.061224489795918366,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.030612244897959183,0.01020408163265306,0.0,0.0,0.0,0.02040816326530612,0.0,0.030612244897959183,0.05102040816326531,0.01020408163265306,0.02040816326530612,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.0,0.01020408163265306,"['MMS', 'Stakin', 'Stashh', 'Staked', 'ChainofSecretsorg', 'Republic Crypto', 'figment', 'AART', 'Alter', 'Secret University  scrtuniversity', 'REDACTED CLUB DAO', 'Digiline', 'Vanasio  earn airdrops']"
67,SCRT LabRador,9,11,0,4,47,24,71,98,23,47,0.323943661971831,0.6619718309859155,0.24489795918367346,0,0.07142857142857142,0.08163265306122448,0.01020408163265306,0.030612244897959183,0.02040816326530612,0.030612244897959183,0.030612244897959183,0.10204081632653061,0.0,0.17346938775510204,0.08163265306122448,0.16326530612244897,0.21428571428571427,0.14285714285714285,0.2755102040816326,0.47959183673469385,0.061224489795918366,0.05102040816326531,0.0,0.3877551020408163,0.04081632653061224,0.16326530612244897,0.030612244897959183,0.04081632653061224,0.0,0.0,0.0,0.4489795918367347,0.030612244897959183,0.0,0.01020408163265306,0.0,0.14285714285714285,0.05102040816326531,0.0,0.11224489795918367,0.47959183673469385,0.24489795918367346,0.061224489795918366,0.14285714285714285,0.0,0.01020408163265306,0.5510204081632653,0.47959183673469385,0.17346938775510204,0.42857142857142855,0.45918367346938777,0.336734693877551,0.30612244897959184,0.40816326530612246,0.41836734693877553,0.3979591836734694,0.3469387755102041,0.3979591836734694,0.37755102040816324,0.09183673469387756,0.4489795918367347,0.336734693877551,0.15306122448979592,0.4387755102040816,0.3979591836734694,0.3673469387755102,0.45918367346938777,0.47959183673469385,0.5,0.2755102040816326,0.40816326530612246,1.0,0.22448979591836735,0.08163265306122448,0.04081632653061224,0.05102040816326531,0.04081632653061224,0.08163265306122448,0.1326530612244898,0.01020408163265306,0.08163265306122448,0.030612244897959183,0.09183673469387756,0.04081632653061224,0.05102040816326531,0.07142857142857142,0.02040816326530612,0.05102040816326531,0.02040816326530612,0.01020408163265306,0.0,0.0,0.030612244897959183,0.0,0.07142857142857142,0.0,0.061224489795918366,0.030612244897959183,0.08163265306122448,0.02040816326530612,0.01020408163265306,0.0,0.04081632653061224,0.01020408163265306,0.030612244897959183,0.04081632653061224,0.04081632653061224,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.0,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,[]
68,StarShell,21,5,0,3,29,29,58,98,41,38,0.7068965517241379,0.6551724137931034,0.29591836734693877,0,0.19387755102040816,0.17346938775510204,0.030612244897959183,0.1836734693877551,0.05102040816326531,0.10204081632653061,0.07142857142857142,0.21428571428571427,0.0,0.2857142857142857,0.20408163265306123,0.25510204081632654,0.23469387755102042,0.2653061224489796,0.30612244897959184,0.2857142857142857,0.14285714285714285,0.0,0.0,0.25510204081632654,0.05102040816326531,0.1326530612244898,0.02040816326530612,0.19387755102040816,0.07142857142857142,0.030612244897959183,0.02040816326530612,0.3469387755102041,0.0,0.030612244897959183,0.07142857142857142,0.02040816326530612,0.29591836734693877,0.19387755102040816,0.01020408163265306,0.07142857142857142,0.29591836734693877,0.22448979591836735,0.10204081632653061,0.25510204081632654,0.0,0.0,0.2653061224489796,0.29591836734693877,0.17346938775510204,0.2653061224489796,0.29591836734693877,0.25510204081632654,0.15306122448979592,0.30612244897959184,0.35714285714285715,0.2755102040816326,0.2653061224489796,0.35714285714285715,0.29591836734693877,0.20408163265306123,0.2653061224489796,0.2755102040816326,0.22448979591836735,0.3163265306122449,0.1326530612244898,0.2755102040816326,0.2857142857142857,0.3163265306122449,0.2755102040816326,0.25510204081632654,0.29591836734693877,0.22448979591836735,1.0,0.11224489795918367,0.02040816326530612,0.04081632653061224,0.09183673469387756,0.12244897959183673,0.09183673469387756,0.0,0.01020408163265306,0.05102040816326531,0.1836734693877551,0.0,0.01020408163265306,0.17346938775510204,0.01020408163265306,0.02040816326530612,0.0,0.01020408163265306,0.061224489795918366,0.0,0.0,0.0,0.17346938775510204,0.0,0.14285714285714285,0.0,0.061224489795918366,0.07142857142857142,0.0,0.0,0.0,0.0,0.05102040816326531,0.04081632653061224,0.0,0.0,0.05102040816326531,0.05102040816326531,0.0,0.1326530612244898,0.14285714285714285,0.04081632653061224,0.02040816326530612,0.01020408163265306,0.0,0.02040816326530612,0.07142857142857142,0.02040816326530612,0.01020408163265306,0.02040816326530612,0.02040816326530612,[]
69,Mr Roboto s Secret,48,6,0,8,0,62,62,98,37,19,0.5967741935483871,0.3064516129032258,0.6326530612244898,0,0.4489795918367347,0.3877551020408163,0.05102040816326531,0.3469387755102041,0.09183673469387756,0.20408163265306123,0.21428571428571427,0.47959183673469385,0.02040816326530612,0.3163265306122449,0.32653061224489793,0.3163265306122449,0.3469387755102041,0.21428571428571427,0.14285714285714285,0.0,0.35714285714285715,0.04081632653061224,0.0,0.07142857142857142,0.14285714285714285,0.17346938775510204,0.05102040816326531,0.35714285714285715,0.11224489795918367,0.05102040816326531,0.02040816326530612,0.1836734693877551,0.04081632653061224,0.02040816326530612,0.14285714285714285,0.02040816326530612,0.336734693877551,0.3163265306122449,0.04081632653061224,0.0,0.0,0.2755102040816326,0.15306122448979592,0.22448979591836735,0.030612244897959183,0.02040816326530612,0.07142857142857142,0.0,0.3469387755102041,0.10204081632653061,0.02040816326530612,0.16326530612244897,0.25510204081632654,0.02040816326530612,0.1326530612244898,0.030612244897959183,0.10204081632653061,0.19387755102040816,0.11224489795918367,0.4387755102040816,0.01020408163265306,0.16326530612244897,0.47959183673469385,0.030612244897959183,0.14285714285714285,0.08163265306122448,0.09183673469387756,0.05102040816326531,0.030612244897959183,0.336734693877551,0.05102040816326531,0.08163265306122448,0.11224489795918367,1.0,0.05102040816326531,0.10204081632653061,0.12244897959183673,0.37755102040816324,0.25510204081632654,0.05102040816326531,0.1836734693877551,0.22448979591836735,0.42857142857142855,0.061224489795918366,0.11224489795918367,0.41836734693877553,0.02040816326530612,0.09183673469387756,0.030612244897959183,0.030612244897959183,0.09183673469387756,0.01020408163265306,0.05102040816326531,0.01020408163265306,0.3673469387755102,0.0,0.2653061224489796,0.030612244897959183,0.1836734693877551,0.1326530612244898,0.01020408163265306,0.02040816326530612,0.030612244897959183,0.01020408163265306,0.1326530612244898,0.10204081632653061,0.0,0.01020408163265306,0.10204081632653061,0.04081632653061224,0.0,0.1836734693877551,0.24489795918367346,0.02040816326530612,0.09183673469387756,0.02040816326530612,0.01020408163265306,0.05102040816326531,0.061224489795918366,0.030612244897959183,0.01020408163265306,0.02040816326530612,0.02040816326530612,[]
70,AnonDAO,0,0,0,54,0,54,54,98,3,2,0.05555555555555555,0.037037037037037035,0.5510204081632653,0,0.04081632653061224,0.07142857142857142,0.04081632653061224,0.1326530612244898,0.09183673469387756,0.19387755102040816,0.04081632653061224,0.05102040816326531,0.0,0.04081632653061224,0.17346938775510204,0.20408163265306123,0.030612244897959183,0.05102040816326531,0.0,0.0,0.10204081632653061,0.030612244897959183,0.0,0.01020408163265306,0.030612244897959183,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.08163265306122448,0.07142857142857142,0.0,0.0,0.0,0.05102040816326531,0.0,0.02040816326530612,0.0,0.0,0.01020408163265306,0.0,0.10204081632653061,0.030612244897959183,0.0,0.061224489795918366,0.05102040816326531,0.0,0.04081632653061224,0.2653061224489796,0.02040816326530612,0.01020408163265306,0.0,0.04081632653061224,0.15306122448979592,0.15306122448979592,0.08163265306122448,0.05102040816326531,0.21428571428571427,0.0,0.02040816326530612,0.02040816326530612,0.0,0.09183673469387756,0.0,0.04081632653061224,0.02040816326530612,0.05102040816326531,1.0,0.01020408163265306,0.5102040816326531,0.02040816326530612,0.1326530612244898,0.0,0.02040816326530612,0.030612244897959183,0.04081632653061224,0.030612244897959183,0.05102040816326531,0.02040816326530612,0.0,0.29591836734693877,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.01020408163265306,0.08163265306122448,0.02040816326530612,0.02040816326530612,0.07142857142857142,0.01020408163265306,0.0,0.02040816326530612,0.0,0.0,0.09183673469387756,0.02040816326530612,0.02040816326530612,0.01020408163265306,0.0,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
71,Order of Secrets  1 fees,25,2,0,3,0,30,30,98,15,10,0.5,0.3333333333333333,0.30612244897959184,0,0.21428571428571427,0.19387755102040816,0.04081632653061224,0.11224489795918367,0.05102040816326531,0.09183673469387756,0.12244897959183673,0.22448979591836735,0.02040816326530612,0.17346938775510204,0.14285714285714285,0.061224489795918366,0.21428571428571427,0.05102040816326531,0.01020408163265306,0.0,0.1326530612244898,0.061224489795918366,0.030612244897959183,0.01020408163265306,0.08163265306122448,0.15306122448979592,0.061224489795918366,0.10204081632653061,0.0,0.0,0.0,0.02040816326530612,0.07142857142857142,0.0,0.01020408163265306,0.0,0.11224489795918367,0.07142857142857142,0.0,0.0,0.0,0.08163265306122448,0.12244897959183673,0.1326530612244898,0.0,0.0,0.04081632653061224,0.01020408163265306,0.21428571428571427,0.05102040816326531,0.01020408163265306,0.04081632653061224,0.15306122448979592,0.01020408163265306,0.08163265306122448,0.01020408163265306,0.01020408163265306,0.04081632653061224,0.061224489795918366,0.2653061224489796,0.05102040816326531,0.10204081632653061,0.21428571428571427,0.030612244897959183,0.08163265306122448,0.0,0.09183673469387756,0.08163265306122448,0.05102040816326531,0.17346938775510204,0.02040816326530612,0.05102040816326531,0.04081632653061224,0.10204081632653061,0.01020408163265306,1.0,0.01020408163265306,0.24489795918367346,0.16326530612244897,0.030612244897959183,0.12244897959183673,0.10204081632653061,0.23469387755102042,0.08163265306122448,0.11224489795918367,0.24489795918367346,0.01020408163265306,0.02040816326530612,0.02040816326530612,0.0,0.0,0.01020408163265306,0.05102040816326531,0.01020408163265306,0.16326530612244897,0.01020408163265306,0.12244897959183673,0.04081632653061224,0.1326530612244898,0.09183673469387756,0.01020408163265306,0.0,0.061224489795918366,0.01020408163265306,0.030612244897959183,0.08163265306122448,0.04081632653061224,0.030612244897959183,0.05102040816326531,0.030612244897959183,0.0,0.04081632653061224,0.030612244897959183,0.01020408163265306,0.0,0.0,0.0,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,0.0,0.0,[]
72,secretSauce ,8,3,3,84,0,98,98,98,12,7,0.12244897959183673,0.07142857142857142,1.0,0,0.23469387755102042,0.19387755102040816,0.07142857142857142,0.2653061224489796,0.15306122448979592,0.2755102040816326,0.10204081632653061,0.16326530612244897,0.0,0.12244897959183673,0.41836734693877553,0.3979591836734694,0.14285714285714285,0.24489795918367346,0.030612244897959183,0.0,0.22448979591836735,0.05102040816326531,0.01020408163265306,0.05102040816326531,0.061224489795918366,0.061224489795918366,0.01020408163265306,0.10204081632653061,0.061224489795918366,0.0,0.01020408163265306,0.030612244897959183,0.01020408163265306,0.01020408163265306,0.09183673469387756,0.030612244897959183,0.25510204081632654,0.1836734693877551,0.0,0.0,0.0,0.15306122448979592,0.061224489795918366,0.336734693877551,0.0,0.0,0.030612244897959183,0.0,0.19387755102040816,0.04081632653061224,0.01020408163265306,0.12244897959183673,0.21428571428571427,0.030612244897959183,0.11224489795918367,0.29591836734693877,0.061224489795918366,0.05102040816326531,0.030612244897959183,0.17346938775510204,0.17346938775510204,0.21428571428571427,0.23469387755102042,0.07142857142857142,0.2653061224489796,0.01020408163265306,0.030612244897959183,0.05102040816326531,0.01020408163265306,0.22448979591836735,0.030612244897959183,0.04081632653061224,0.09183673469387756,0.12244897959183673,0.5102040816326531,0.01020408163265306,1.0,0.10204081632653061,0.21428571428571427,0.0,0.04081632653061224,0.07142857142857142,0.1836734693877551,0.030612244897959183,0.08163265306122448,0.11224489795918367,0.0,0.32653061224489793,0.01020408163265306,0.04081632653061224,0.061224489795918366,0.0,0.0,0.0,0.09183673469387756,0.01020408163265306,0.16326530612244897,0.02040816326530612,0.061224489795918366,0.12244897959183673,0.01020408163265306,0.0,0.02040816326530612,0.0,0.02040816326530612,0.12244897959183673,0.02040816326530612,0.02040816326530612,0.061224489795918366,0.01020408163265306,0.0,0.07142857142857142,0.14285714285714285,0.02040816326530612,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.15306122448979592,0.061224489795918366,0.01020408163265306,0.01020408163265306,0.0,[]
73,SecretDog,59,6,0,3,0,68,68,98,43,23,0.6323529411764706,0.3382352941176471,0.6938775510204082,0,0.5408163265306123,0.4897959183673469,0.07142857142857142,0.3673469387755102,0.14285714285714285,0.22448979591836735,0.2857142857142857,0.5714285714285714,0.02040816326530612,0.35714285714285715,0.37755102040816324,0.2653061224489796,0.4489795918367347,0.21428571428571427,0.07142857142857142,0.0,0.37755102040816324,0.08163265306122448,0.04081632653061224,0.061224489795918366,0.24489795918367346,0.2857142857142857,0.09183673469387756,0.336734693877551,0.05102040816326531,0.01020408163265306,0.01020408163265306,0.15306122448979592,0.10204081632653061,0.01020408163265306,0.07142857142857142,0.02040816326530612,0.3979591836734694,0.3673469387755102,0.0,0.0,0.0,0.23469387755102042,0.2857142857142857,0.30612244897959184,0.02040816326530612,0.030612244897959183,0.07142857142857142,0.02040816326530612,0.47959183673469385,0.08163265306122448,0.04081632653061224,0.1836734693877551,0.3673469387755102,0.0,0.20408163265306123,0.02040816326530612,0.05102040816326531,0.21428571428571427,0.08163265306122448,0.5918367346938775,0.061224489795918366,0.19387755102040816,0.5510204081632653,0.02040816326530612,0.17346938775510204,0.01020408163265306,0.17346938775510204,0.16326530612244897,0.061224489795918366,0.40816326530612246,0.061224489795918366,0.08163265306122448,0.12244897959183673,0.37755102040816324,0.02040816326530612,0.24489795918367346,0.10204081632653061,1.0,0.3673469387755102,0.05102040816326531,0.22448979591836735,0.22448979591836735,0.5612244897959183,0.09183673469387756,0.1836734693877551,0.5714285714285714,0.02040816326530612,0.10204081632653061,0.02040816326530612,0.01020408163265306,0.05102040816326531,0.01020408163265306,0.07142857142857142,0.01020408163265306,0.3877551020408163,0.01020408163265306,0.29591836734693877,0.04081632653061224,0.30612244897959184,0.16326530612244897,0.02040816326530612,0.02040816326530612,0.08163265306122448,0.01020408163265306,0.12244897959183673,0.17346938775510204,0.061224489795918366,0.030612244897959183,0.17346938775510204,0.09183673469387756,0.01020408163265306,0.11224489795918367,0.25510204081632654,0.02040816326530612,0.08163265306122448,0.01020408163265306,0.01020408163265306,0.030612244897959183,0.04081632653061224,0.0,0.0,0.01020408163265306,0.0,[]
74,hadowRealm,39,12,0,17,0,68,68,98,30,20,0.4411764705882353,0.29411764705882354,0.6938775510204082,0,0.32653061224489793,0.41836734693877553,0.11224489795918367,0.2857142857142857,0.1326530612244898,0.24489795918367346,0.23469387755102042,0.3877551020408163,0.02040816326530612,0.25510204081632654,0.37755102040816324,0.2857142857142857,0.3469387755102041,0.14285714285714285,0.01020408163265306,0.0,0.2857142857142857,0.07142857142857142,0.01020408163265306,0.030612244897959183,0.21428571428571427,0.20408163265306123,0.07142857142857142,0.23469387755102042,0.02040816326530612,0.0,0.0,0.10204081632653061,0.05102040816326531,0.0,0.05102040816326531,0.01020408163265306,0.25510204081632654,0.24489795918367346,0.0,0.0,0.0,0.21428571428571427,0.20408163265306123,0.21428571428571427,0.01020408163265306,0.030612244897959183,0.12244897959183673,0.02040816326530612,0.3469387755102041,0.05102040816326531,0.030612244897959183,0.1326530612244898,0.40816326530612246,0.01020408163265306,0.15306122448979592,0.07142857142857142,0.04081632653061224,0.11224489795918367,0.11224489795918367,0.3979591836734694,0.04081632653061224,0.21428571428571427,0.40816326530612246,0.05102040816326531,0.24489795918367346,0.030612244897959183,0.1326530612244898,0.14285714285714285,0.030612244897959183,0.3673469387755102,0.05102040816326531,0.1326530612244898,0.09183673469387756,0.25510204081632654,0.1326530612244898,0.16326530612244897,0.21428571428571427,0.3673469387755102,1.0,0.05102040816326531,0.1836734693877551,0.1836734693877551,0.3979591836734694,0.10204081632653061,0.19387755102040816,0.37755102040816324,0.02040816326530612,0.17346938775510204,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.01020408163265306,0.061224489795918366,0.01020408163265306,0.2857142857142857,0.01020408163265306,0.1836734693877551,0.05102040816326531,0.24489795918367346,0.14285714285714285,0.02040816326530612,0.02040816326530612,0.07142857142857142,0.01020408163265306,0.11224489795918367,0.14285714285714285,0.061224489795918366,0.030612244897959183,0.14285714285714285,0.08163265306122448,0.01020408163265306,0.061224489795918366,0.14285714285714285,0.02040816326530612,0.02040816326530612,0.01020408163265306,0.01020408163265306,0.02040816326530612,0.02040816326530612,0.0,0.01020408163265306,0.0,0.0,[]
75,DELEGATE AWAY,5,0,0,0,0,5,5,98,3,5,0.6,1.0,0.05102040816326531,2,0.05102040816326531,0.030612244897959183,0.0,0.0,0.0,0.0,0.0,0.05102040816326531,0.02040816326530612,0.04081632653061224,0.030612244897959183,0.01020408163265306,0.04081632653061224,0.0,0.0,0.0,0.030612244897959183,0.01020408163265306,0.0,0.0,0.0,0.02040816326530612,0.01020408163265306,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05102040816326531,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612,0.0,0.04081632653061224,0.030612244897959183,0.01020408163265306,0.0,0.05102040816326531,0.0,0.0,0.0,0.0,0.0,0.030612244897959183,0.05102040816326531,0.0,0.030612244897959183,0.05102040816326531,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.01020408163265306,0.0,0.05102040816326531,0.0,0.030612244897959183,0.0,0.05102040816326531,0.05102040816326531,1.0,0.05102040816326531,0.05102040816326531,0.05102040816326531,0.030612244897959183,0.04081632653061224,0.05102040816326531,0.01020408163265306,0.0,0.02040816326530612,0.0,0.0,0.01020408163265306,0.030612244897959183,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.02040816326530612,0.01020408163265306,0.01020408163265306,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
