,voter,yes,no,veto,abstain,no_vote,valid_votes,total_votes,proposal_num,overall_match,cluster_match,overall_match_rate,cluster_match_rate,participation_rate,cluster_label,Chainflow,Imperatorco, AutoStake  Slash Protected,StakeWithUs,Simply Staking,StakeLabzone,SpacePotato,Vitwit Previously Witval,SG1,Chorus One,Forbole,POSTHUMAN  StakeDrop,Ping,0basevc,Smart Stake , block pane ,WhisperNode ,a41,Stakyio,Kahuna,16psyche,Nocturnal Labs,decentralizehk  DHK dao,Kalia Network,ECO Stake ,NosNode,Citadelone,Informal Systems, LavenderFive Nodes ,Frens ,Cosmostation,Kleomedes,OmniFlix Network,GATA HUB,hydrogen18,Coinage x DAIC,Stakecito,Meria,BronBro,Cypher Core,ChainLayer,Active Nodes,DACM,strangelove,ushakov,c29r3,Allnodes,PoS Node,Tedcryptoio   TedLotto,kooltek68,CroutonDigital,coaction,EZ Staking,Stakin,notional,WeStaking,SmartNodes  Slash Protected,Yurbason,Neta DAO,Chandra Station,Stake Frites  ,Decloud Nodes Lab,HashKey Cloud,chainvibes,Consensus One,Stakewollecom  Autocompound,Wetez,Architect Nodes,HEXXAGON,DECOMISSIONED AUDITone,Army IDs,Bit Cat,Easy 2 Stake,Nodeasycom,jetlife,Bliss Dynamics,Sikka,PLEASE REDELEGATECLOSED,SNZPool,Autonomy  Formerly PrithviDevs ,Baset,Huobi,ChainodeTech,kano,Cosmic Validator  Auto Compound,ValidatorNode,UNDELEGATE FROM HERE,stakezone,gunray,Bi23,Psycho Node,Bitoven,Komichaincom,BoxedCloudnet,MANTRA,eol,cosmosrescue,SkyNet  Validators,Cosmonaut Stakes AKT,Dwebnet,DLINODESCOM,GlacierLuo,Domination Finance,Arcturian Tech,Akash Af,ALTER  pathrocknetwork,decommissioned,BridgeTower,Dora Factory PGS,MedasDigital,STAKINOLD,Cloudmos,Former Moultrie Audits Inactive,MOVING TO NAKANODOXYZ,VaultStaking,TRGC By Liquify,astravoyage,Anonstake, polkachucom,kavalabs,AGE Network,acheron,Octopos,shepaintedfireacrossthesky,monolith,SHEA Staking,Dorminik,UNBONDING,Inactive pls undelegate,GreenStake One,inactive,Oni   Stake for BoostDrop ,Praetor App,0xDEADBEEF,w3coins,Vixello,Aurora Staking ,50 Validator  Airdrop,Passage,NoDumpNode,Jormungand  0y,INACTIVE Please Redelegate  Trivium  TriviumNetwork,StakeSeeker by BTCS,Crypto Lab Tech,europlots, CryptoCrew Validators,Quasarch,Ariel Akash Insider  Powered by NextNetWorks,Atomstaking,black lodge,SHUTTING DOWN,Crypto and Coffee,FoundryUSA,OGnome,Defi Dojo Validation,high_similarity_voters
32,OmniFlix Network,25,3,0,4,0,32,32,50,26,27,0.8125,0.84375,0.64,3,0.22,0.42,0.46,0.46,0.46,0.24,0.24,0.32,0.14,0.52,0.38,0.38,0.1,0.52,0.22,0.12,0.2,0.0,0.0,0.14,0.32,0.36,0.32,0.46,0.52,0.36,0.4,0.36,0.34,0.08,0.56,0.22,1.0,0.2,0.04,0.12,0.38,0.38,0.0,0.34,0.46,0.48,0.28,0.16,0.04,0.32,0.34,0.46,0.24,0.22,0.02,0.02,0.2,0.38,0.28,0.42,0.0,0.0,0.4,0.26,0.44,0.36,0.02,0.5,0.02,0.52,0.2,0.0,0.0,0.04,0.52,0.16,0.36,0.32,0.14,0.44,0.02,0.1,0.0,0.32,0.0,0.08,0.3,0.0,0.46,0.5,0.02,0.1,0.0,0.3,0.12,0.46,0.44,0.1,0.0,0.06,0.08,0.06,0.24,0.02,0.02,0.02,0.0,0.08,0.06,0.16,0.0,0.32,0.14,0.0,0.1,0.48,0.02,0.08,0.1,0.24,0.0,0.38,0.48,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.24,0.02,0.02,0.16,0.46,0.0,0.32,0.1,0.18,0.34,0.02,0.44,0.24,0.0,0.08,0.14,0.3,0.0,0.32,0.1,0.28,0.04,0.0,0.1,0.14,0.0,0.02,[]
33,GATA HUB,18,2,0,10,0,30,30,50,19,20,0.6333333333333333,0.6666666666666666,0.6,3,0.26,0.24,0.3,0.3,0.26,0.06,0.18,0.3,0.06,0.4,0.18,0.38,0.1,0.4,0.24,0.0,0.32,0.0,0.0,0.16,0.26,0.38,0.32,0.36,0.38,0.26,0.32,0.2,0.36,0.16,0.38,0.32,0.2,1.0,0.0,0.14,0.4,0.38,0.0,0.32,0.28,0.36,0.18,0.26,0.0,0.36,0.36,0.4,0.36,0.22,0.08,0.0,0.26,0.32,0.04,0.28,0.0,0.0,0.34,0.06,0.36,0.3,0.02,0.38,0.0,0.38,0.06,0.06,0.0,0.0,0.4,0.06,0.28,0.22,0.0,0.32,0.0,0.0,0.0,0.3,0.0,0.0,0.28,0.0,0.4,0.36,0.0,0.02,0.0,0.24,0.0,0.2,0.34,0.04,0.0,0.0,0.18,0.0,0.3,0.0,0.0,0.0,0.0,0.14,0.12,0.18,0.0,0.18,0.26,0.0,0.0,0.38,0.0,0.0,0.0,0.08,0.0,0.36,0.36,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.02,0.0,0.0,0.22,0.34,0.0,0.42,0.12,0.26,0.34,0.0,0.34,0.22,0.0,0.06,0.18,0.36,0.08,0.34,0.06,0.38,0.02,0.0,0.2,0.22,0.02,0.08,[]
34,hydrogen18,2,2,0,0,0,4,4,50,4,4,1.0,1.0,0.08,7,0.02,0.02,0.06,0.0,0.08,0.02,0.02,0.02,0.02,0.02,0.06,0.0,0.0,0.06,0.04,0.02,0.0,0.0,0.02,0.0,0.06,0.04,0.04,0.04,0.08,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.04,0.0,1.0,0.0,0.04,0.04,0.0,0.04,0.02,0.04,0.04,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.06,0.06,0.02,0.02,0.02,0.06,0.02,0.06,0.02,0.0,0.0,0.02,0.06,0.02,0.04,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.06,0.04,0.02,0.0,0.06,0.0,0.02,0.02,0.06,0.04,0.04,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.06,0.0,0.02,0.06,0.04,0.0,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.06,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
35,Coinage x DAIC,12,1,0,2,11,15,26,50,13,13,0.5,0.5,0.3,3,0.14,0.14,0.16,0.14,0.14,0.0,0.06,0.26,0.0,0.24,0.06,0.24,0.04,0.26,0.02,0.0,0.26,0.22,0.0,0.18,0.22,0.24,0.2,0.24,0.26,0.12,0.18,0.16,0.18,0.18,0.26,0.14,0.12,0.14,0.0,1.0,0.26,0.24,0.0,0.16,0.16,0.26,0.14,0.22,0.06,0.34,0.26,0.26,0.24,0.04,0.12,0.0,0.12,0.08,0.0,0.18,0.0,0.22,0.24,0.06,0.22,0.2,0.18,0.28,0.0,0.26,0.0,0.02,0.0,0.0,0.26,0.0,0.18,0.2,0.0,0.16,0.16,0.0,0.18,0.08,0.16,0.0,0.14,0.18,0.2,0.24,0.0,0.0,0.08,0.16,0.14,0.14,0.28,0.2,0.22,0.16,0.38,0.14,0.28,0.24,0.2,0.2,0.2,0.38,0.36,0.28,0.22,0.22,0.24,0.1,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.28,0.22,0.0,0.2,0.08,0.22,0.22,0.0,0.18,0.18,0.0,0.0,0.1,0.26,0.0,0.22,0.08,0.26,0.0,0.0,0.18,0.2,0.02,0.12,[]
36,Stakecito,32,8,1,2,0,43,43,50,36,35,0.8372093023255814,0.813953488372093,0.86,3,0.36,0.4,0.54,0.54,0.54,0.14,0.26,0.58,0.1,0.68,0.4,0.56,0.12,0.7,0.2,0.1,0.46,0.0,0.0,0.22,0.52,0.62,0.52,0.7,0.7,0.46,0.5,0.44,0.62,0.24,0.66,0.32,0.38,0.4,0.04,0.26,1.0,0.64,0.0,0.52,0.44,0.7,0.38,0.38,0.0,0.62,0.58,0.66,0.52,0.34,0.16,0.02,0.28,0.46,0.22,0.48,0.0,0.0,0.66,0.2,0.72,0.58,0.02,0.7,0.0,0.74,0.14,0.04,0.0,0.0,0.66,0.14,0.48,0.4,0.06,0.6,0.02,0.02,0.0,0.42,0.0,0.04,0.38,0.0,0.5,0.66,0.0,0.02,0.0,0.38,0.12,0.4,0.58,0.14,0.0,0.0,0.22,0.04,0.4,0.02,0.0,0.0,0.0,0.22,0.2,0.22,0.0,0.4,0.32,0.0,0.02,0.68,0.0,0.0,0.06,0.24,0.0,0.66,0.72,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.18,0.0,0.0,0.34,0.56,0.0,0.52,0.18,0.42,0.56,0.02,0.6,0.42,0.0,0.08,0.28,0.58,0.0,0.52,0.1,0.56,0.08,0.0,0.28,0.34,0.02,0.14,"['Chorus One', '0basevc', 'Nocturnal Labs', 'Kalia Network', 'ECO Stake ', ' LavenderFive Nodes ', 'Cosmostation', 'Meria', 'Active Nodes', 'c29r3', 'PoS Node', 'Neta DAO', 'Stake Frites  ', 'chainvibes', 'Stakewollecom  Autocompound', 'Army IDs', 'Bliss Dynamics', 'ValidatorNode', 'Cloudmos', 'Anonstake', ' polkachucom', 'NoDumpNode']"
37,Meria,33,3,1,1,0,38,38,50,34,34,0.8947368421052632,0.8947368421052632,0.76,7,0.36,0.4,0.5,0.5,0.5,0.18,0.16,0.5,0.08,0.66,0.4,0.6,0.12,0.68,0.18,0.08,0.4,0.0,0.0,0.18,0.48,0.64,0.54,0.66,0.66,0.5,0.4,0.46,0.52,0.22,0.64,0.34,0.38,0.38,0.04,0.24,0.64,1.0,0.0,0.48,0.46,0.68,0.34,0.34,0.04,0.6,0.54,0.66,0.46,0.28,0.14,0.02,0.24,0.5,0.26,0.54,0.0,0.0,0.62,0.2,0.58,0.56,0.02,0.64,0.02,0.7,0.2,0.04,0.0,0.0,0.62,0.14,0.38,0.42,0.04,0.48,0.0,0.0,0.0,0.28,0.0,0.04,0.36,0.0,0.54,0.62,0.0,0.02,0.0,0.42,0.06,0.48,0.52,0.1,0.0,0.0,0.2,0.02,0.42,0.02,0.0,0.0,0.0,0.2,0.18,0.2,0.0,0.42,0.32,0.0,0.0,0.52,0.0,0.0,0.0,0.24,0.0,0.6,0.68,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.3,0.54,0.0,0.56,0.14,0.34,0.52,0.0,0.58,0.4,0.0,0.1,0.22,0.54,0.0,0.52,0.1,0.52,0.08,0.0,0.24,0.28,0.02,0.12,"['Chorus One', 'POSTHUMAN  StakeDrop', '0basevc', 'Nocturnal Labs', 'Kalia Network', 'ECO Stake ', 'Cosmostation', 'Stakecito', 'Active Nodes', 'c29r3', 'PoS Node', 'Neta DAO', 'chainvibes', 'Stakewollecom  Autocompound', 'Army IDs', 'ValidatorNode', 'Anonstake', ' polkachucom']"
38,BronBro,0,0,0,0,3,0,3,50,0,0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.0,0.04,0.06,0.06,0.06,0.0,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
39,Cypher Core,29,3,1,1,0,34,34,50,31,32,0.9117647058823529,0.9411764705882353,0.68,3,0.36,0.38,0.46,0.44,0.46,0.22,0.2,0.38,0.1,0.56,0.42,0.44,0.12,0.62,0.18,0.12,0.32,0.0,0.0,0.12,0.36,0.48,0.4,0.58,0.6,0.38,0.34,0.4,0.46,0.12,0.58,0.24,0.34,0.32,0.04,0.16,0.52,0.48,0.0,1.0,0.4,0.58,0.32,0.24,0.06,0.5,0.38,0.54,0.38,0.28,0.08,0.0,0.24,0.48,0.26,0.48,0.02,0.0,0.56,0.24,0.52,0.48,0.04,0.6,0.04,0.56,0.12,0.02,0.0,0.0,0.58,0.16,0.36,0.42,0.14,0.5,0.02,0.04,0.02,0.38,0.0,0.06,0.28,0.0,0.42,0.6,0.02,0.06,0.0,0.38,0.1,0.36,0.54,0.1,0.0,0.0,0.12,0.06,0.32,0.02,0.0,0.0,0.02,0.1,0.12,0.2,0.0,0.34,0.3,0.0,0.06,0.54,0.0,0.02,0.1,0.26,0.02,0.5,0.62,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.0,0.0,0.22,0.54,0.0,0.36,0.18,0.28,0.46,0.02,0.48,0.4,0.0,0.1,0.24,0.42,0.0,0.46,0.12,0.44,0.04,0.0,0.2,0.26,0.02,0.08,"['0basevc', 'ECO Stake ', 'chainvibes', 'ValidatorNode', ' polkachucom']"
40,ChainLayer,29,2,1,9,0,41,41,50,30,34,0.7317073170731707,0.8292682926829268,0.82,3,0.28,0.5,0.6,0.52,0.5,0.26,0.32,0.48,0.1,0.6,0.4,0.44,0.12,0.64,0.32,0.12,0.28,0.0,0.0,0.12,0.42,0.48,0.46,0.58,0.62,0.58,0.52,0.34,0.42,0.16,0.68,0.38,0.46,0.28,0.02,0.16,0.44,0.46,0.0,0.4,1.0,0.6,0.32,0.3,0.06,0.48,0.42,0.56,0.32,0.24,0.1,0.02,0.28,0.46,0.28,0.48,0.02,0.0,0.48,0.26,0.5,0.44,0.04,0.62,0.02,0.58,0.16,0.04,0.0,0.04,0.6,0.16,0.32,0.34,0.16,0.4,0.0,0.06,0.02,0.36,0.0,0.08,0.32,0.0,0.62,0.56,0.04,0.12,0.0,0.42,0.1,0.46,0.48,0.12,0.0,0.06,0.14,0.12,0.28,0.0,0.0,0.0,0.02,0.16,0.12,0.22,0.0,0.36,0.18,0.0,0.1,0.48,0.04,0.06,0.1,0.26,0.02,0.44,0.58,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.3,0.0,0.0,0.18,0.56,0.0,0.44,0.14,0.26,0.46,0.02,0.52,0.3,0.0,0.14,0.16,0.38,0.0,0.34,0.04,0.36,0.04,0.0,0.2,0.2,0.0,0.08,"[' AutoStake  Slash Protected', 'Chorus One', '0basevc', 'ECO Stake ', 'Cosmostation', 'Active Nodes', 'chainvibes', 'Army IDs', 'Cosmic Validator  Auto Compound']"
41,Active Nodes,38,9,1,1,0,49,49,50,43,42,0.8775510204081632,0.8571428571428571,0.98,3,0.36,0.52,0.68,0.62,0.58,0.26,0.32,0.6,0.08,0.78,0.54,0.62,0.14,0.86,0.24,0.12,0.46,0.0,0.0,0.22,0.62,0.7,0.6,0.78,0.88,0.58,0.48,0.56,0.62,0.24,0.82,0.34,0.48,0.36,0.04,0.26,0.7,0.68,0.0,0.58,0.6,1.0,0.46,0.4,0.04,0.7,0.6,0.72,0.52,0.34,0.16,0.04,0.32,0.64,0.42,0.66,0.0,0.0,0.8,0.36,0.76,0.7,0.02,0.82,0.02,0.88,0.22,0.04,0.0,0.04,0.78,0.2,0.52,0.48,0.18,0.66,0.02,0.04,0.0,0.48,0.0,0.06,0.44,0.0,0.68,0.78,0.04,0.1,0.0,0.54,0.14,0.56,0.68,0.12,0.0,0.04,0.22,0.08,0.42,0.02,0.0,0.0,0.0,0.22,0.2,0.24,0.0,0.5,0.32,0.0,0.08,0.72,0.04,0.04,0.08,0.3,0.0,0.66,0.88,0.16,0.14,0.0,0.0,0.0,0.02,0.0,0.26,0.0,0.34,0.0,0.0,0.34,0.74,0.0,0.52,0.22,0.42,0.6,0.04,0.7,0.5,0.02,0.14,0.3,0.64,0.0,0.62,0.12,0.58,0.08,0.0,0.28,0.34,0.02,0.14,"[' AutoStake  Slash Protected', 'StakeWithUs', 'Vitwit Previously Witval', 'Chorus One', 'POSTHUMAN  StakeDrop', '0basevc', '16psyche', 'Nocturnal Labs', 'decentralizehk  DHK dao', 'Kalia Network', 'ECO Stake ', ' LavenderFive Nodes ', 'Cosmostation', 'Stakecito', 'Meria', 'ChainLayer', 'c29r3', 'Allnodes', 'PoS Node', 'Stakin', 'WeStaking', 'Neta DAO', 'Stake Frites  ', 'Decloud Nodes Lab', 'chainvibes', 'Stakewollecom  Autocompound', 'Army IDs', 'Bliss Dynamics', 'Cosmic Validator  Auto Compound', 'ValidatorNode', 'Komichaincom', 'Cloudmos', 'Anonstake', ' polkachucom', 'Praetor App', '50 Validator  Airdrop', 'NoDumpNode', 'europlots', 'Quasarch']"
42,DACM,23,3,0,0,0,26,26,50,26,23,1.0,0.8846153846153846,0.52,4,0.18,0.26,0.38,0.26,0.28,0.14,0.2,0.3,0.08,0.42,0.3,0.34,0.04,0.5,0.14,0.06,0.26,0.0,0.02,0.08,0.34,0.34,0.32,0.42,0.5,0.26,0.26,0.24,0.3,0.14,0.44,0.16,0.28,0.18,0.04,0.14,0.38,0.34,0.0,0.32,0.32,0.46,1.0,0.2,0.04,0.34,0.34,0.38,0.28,0.22,0.12,0.02,0.12,0.32,0.2,0.42,0.0,0.0,0.4,0.22,0.46,0.42,0.04,0.48,0.0,0.46,0.12,0.04,0.0,0.06,0.5,0.16,0.28,0.22,0.12,0.34,0.04,0.06,0.02,0.32,0.02,0.08,0.28,0.02,0.38,0.5,0.0,0.12,0.02,0.34,0.08,0.3,0.42,0.12,0.0,0.04,0.12,0.06,0.18,0.0,0.0,0.0,0.0,0.14,0.12,0.14,0.0,0.24,0.16,0.0,0.06,0.44,0.02,0.06,0.08,0.18,0.0,0.4,0.48,0.1,0.12,0.02,0.02,0.0,0.02,0.02,0.2,0.0,0.14,0.0,0.0,0.18,0.42,0.0,0.26,0.12,0.24,0.36,0.02,0.38,0.36,0.0,0.1,0.18,0.34,0.0,0.32,0.06,0.3,0.02,0.0,0.18,0.22,0.02,0.1,[]
43,strangelove,19,3,0,2,0,24,24,50,19,20,0.7916666666666666,0.8333333333333334,0.48,1,0.2,0.2,0.3,0.24,0.2,0.04,0.16,0.4,0.02,0.38,0.18,0.34,0.1,0.38,0.14,0.0,0.38,0.0,0.0,0.18,0.3,0.38,0.34,0.36,0.38,0.24,0.28,0.16,0.32,0.24,0.38,0.24,0.16,0.26,0.0,0.22,0.38,0.34,0.0,0.24,0.3,0.4,0.2,1.0,0.0,0.36,0.38,0.38,0.36,0.14,0.16,0.0,0.22,0.18,0.0,0.28,0.0,0.0,0.38,0.06,0.34,0.32,0.02,0.38,0.0,0.38,0.0,0.04,0.0,0.0,0.38,0.02,0.28,0.28,0.0,0.28,0.0,0.02,0.0,0.22,0.0,0.0,0.26,0.0,0.38,0.38,0.02,0.02,0.0,0.24,0.02,0.24,0.28,0.0,0.0,0.0,0.22,0.0,0.2,0.02,0.0,0.0,0.0,0.22,0.16,0.16,0.0,0.2,0.16,0.0,0.0,0.36,0.0,0.0,0.0,0.02,0.0,0.36,0.38,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.28,0.32,0.0,0.32,0.14,0.32,0.3,0.0,0.3,0.26,0.0,0.0,0.18,0.38,0.0,0.32,0.04,0.36,0.0,0.0,0.22,0.28,0.02,0.14,[]
44,ushakov,5,0,0,0,3,5,8,50,4,8,0.5,1.0,0.1,5,0.02,0.06,0.08,0.04,0.08,0.06,0.02,0.02,0.02,0.06,0.06,0.04,0.0,0.1,0.0,0.04,0.0,0.06,0.02,0.0,0.02,0.04,0.06,0.04,0.06,0.06,0.04,0.06,0.04,0.0,0.06,0.0,0.04,0.0,0.02,0.06,0.0,0.04,0.0,0.06,0.06,0.04,0.04,0.0,1.0,0.08,0.0,0.04,0.0,0.02,0.0,0.0,0.02,0.04,0.06,0.06,0.02,0.06,0.04,0.04,0.02,0.04,0.1,0.08,0.0,0.04,0.06,0.0,0.0,0.02,0.08,0.06,0.0,0.08,0.02,0.04,0.08,0.02,0.1,0.02,0.08,0.04,0.02,0.08,0.06,0.08,0.02,0.04,0.08,0.1,0.06,0.1,0.12,0.04,0.06,0.04,0.06,0.06,0.06,0.06,0.04,0.04,0.08,0.06,0.06,0.06,0.06,0.08,0.06,0.06,0.02,0.04,0.0,0.02,0.02,0.06,0.02,0.0,0.06,0.06,0.0,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.04,0.0,0.0,0.04,0.04,0.0,0.02,0.0,0.02,0.02,0.0,0.04,0.06,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
45,c29r3,30,6,1,0,13,37,50,50,35,34,0.7,0.68,0.74,4,0.32,0.36,0.5,0.52,0.44,0.16,0.18,0.5,0.08,0.64,0.34,0.54,0.12,0.7,0.16,0.1,0.44,0.26,0.0,0.2,0.5,0.62,0.52,0.66,0.68,0.44,0.36,0.42,0.56,0.24,0.64,0.32,0.32,0.36,0.02,0.34,0.62,0.6,0.0,0.5,0.48,0.7,0.34,0.36,0.08,1.0,0.48,0.6,0.48,0.24,0.16,0.02,0.28,0.44,0.24,0.52,0.0,0.26,0.64,0.22,0.58,0.54,0.16,0.68,0.0,0.66,0.16,0.04,0.0,0.0,0.64,0.16,0.38,0.4,0.04,0.54,0.1,0.0,0.1,0.36,0.08,0.02,0.38,0.08,0.52,0.62,0.0,0.04,0.06,0.54,0.2,0.38,0.6,0.26,0.26,0.2,0.48,0.18,0.58,0.24,0.24,0.24,0.24,0.44,0.36,0.32,0.12,0.46,0.38,0.06,0.04,0.54,0.0,0.0,0.04,0.2,0.0,0.6,0.72,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.2,0.0,0.0,0.34,0.56,0.0,0.48,0.22,0.4,0.52,0.0,0.54,0.42,0.0,0.08,0.26,0.56,0.0,0.52,0.08,0.56,0.04,0.0,0.28,0.32,0.02,0.14,"['Chorus One', '0basevc', 'Nocturnal Labs', 'Kalia Network', 'ECO Stake ', 'Cosmostation', 'Stakecito', 'Meria', 'Active Nodes', 'PoS Node', 'Neta DAO', 'chainvibes', 'Stakewollecom  Autocompound', 'Army IDs', 'ValidatorNode', 'Komichaincom', 'Anonstake', ' polkachucom']"
46,Allnodes,28,4,0,4,0,36,36,50,28,29,0.7777777777777778,0.8055555555555556,0.72,3,0.32,0.42,0.5,0.46,0.36,0.1,0.22,0.56,0.08,0.58,0.32,0.56,0.12,0.58,0.18,0.04,0.42,0.0,0.0,0.18,0.48,0.5,0.44,0.54,0.6,0.4,0.46,0.38,0.46,0.22,0.58,0.3,0.34,0.36,0.0,0.26,0.58,0.54,0.0,0.38,0.42,0.6,0.34,0.38,0.0,0.48,1.0,0.58,0.46,0.28,0.14,0.04,0.28,0.4,0.14,0.46,0.0,0.0,0.54,0.12,0.56,0.52,0.02,0.56,0.0,0.6,0.1,0.04,0.0,0.0,0.56,0.14,0.4,0.36,0.06,0.44,0.0,0.0,0.0,0.34,0.0,0.02,0.32,0.0,0.48,0.54,0.0,0.02,0.0,0.32,0.06,0.36,0.44,0.1,0.0,0.0,0.2,0.04,0.34,0.02,0.0,0.0,0.0,0.2,0.2,0.22,0.0,0.3,0.28,0.0,0.0,0.56,0.02,0.0,0.02,0.14,0.0,0.52,0.58,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.08,0.0,0.0,0.3,0.48,0.02,0.46,0.16,0.36,0.5,0.04,0.5,0.38,0.02,0.08,0.22,0.54,0.0,0.46,0.08,0.48,0.04,0.0,0.26,0.3,0.02,0.12,"['ECO Stake ', 'Active Nodes', 'Stakewollecom  Autocompound']"
47,PoS Node,36,2,1,2,0,41,41,50,36,38,0.8780487804878049,0.926829268292683,0.82,1,0.36,0.46,0.56,0.58,0.54,0.22,0.22,0.56,0.12,0.74,0.4,0.62,0.12,0.76,0.24,0.1,0.46,0.0,0.0,0.22,0.54,0.64,0.56,0.72,0.74,0.52,0.48,0.46,0.52,0.24,0.78,0.38,0.46,0.4,0.02,0.26,0.66,0.66,0.0,0.54,0.56,0.72,0.38,0.38,0.04,0.6,0.58,1.0,0.52,0.34,0.16,0.02,0.28,0.46,0.24,0.58,0.0,0.0,0.66,0.2,0.66,0.62,0.02,0.72,0.04,0.74,0.16,0.04,0.0,0.0,0.7,0.14,0.4,0.48,0.1,0.5,0.02,0.0,0.0,0.36,0.0,0.04,0.34,0.0,0.62,0.72,0.0,0.04,0.0,0.42,0.06,0.42,0.56,0.12,0.0,0.0,0.22,0.06,0.38,0.02,0.0,0.0,0.0,0.22,0.2,0.26,0.0,0.44,0.3,0.0,0.0,0.6,0.0,0.0,0.02,0.22,0.0,0.58,0.72,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.22,0.0,0.0,0.34,0.6,0.0,0.56,0.18,0.4,0.56,0.02,0.64,0.44,0.0,0.12,0.28,0.58,0.0,0.54,0.12,0.56,0.06,0.0,0.28,0.34,0.02,0.14,"['Chorus One', 'POSTHUMAN  StakeDrop', '0basevc', 'Nocturnal Labs', 'Kalia Network', 'ECO Stake ', 'Cosmostation', 'Stakecito', 'Meria', 'Active Nodes', 'c29r3', 'Neta DAO', 'Stake Frites  ', 'Decloud Nodes Lab', 'chainvibes', 'Stakewollecom  Autocompound', 'Army IDs', 'Cosmic Validator  Auto Compound', 'ValidatorNode', 'Cloudmos', ' polkachucom', 'Praetor App', 'NoDumpNode']"
